INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('3','Johan Adi Agusalim','1974-12-14','0','P','Anak','A','Khonghucu','0','Belum Kawin','mahasiswa','S2','33','3',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('64','Bulan Citra Sasmita','1980-1-17','0','L','Anak','A','Kristen','0','Belum Kawin','dokter','S1','6464','64',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('65','Nastalim Huiliang','1997-2-15','0','L','Anak','B','Kristen','0','Belum Kawin','dokter','S1','6565','65',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('66','Sindoro Ying','1976-10-5','0','L','Anak','O','Khonghucu','1','Belum Kawin','dokter','S1','6666','66',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('67','Lore Hitu','1976-5-8','0','L','Anak','AB','Khonghucu','0','Belum Kawin','polisi','S2','6767','67',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('68','Carmel Parapat','1999-2-5','0','P','Anak','O','Khonghucu','1','Belum Kawin','profesor','S3','6868','68',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('69','Zina Siringoringo','1995-1-16','0','P','Anak','AB','Hindu','0','Belum Kawin','profesor','S1','6969','69',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('70','Ruth Keloko','1975-4-16','0','L','Anak','AB','Katolik','0','Belum Kawin','profesor','S3','7070','70',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('71','Suminten','1989-11-23','0','L','Anak','AB','Kristen','1','Belum Kawin','astronot','SMA','7171','71',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('72','Megawati','1995-1-6','0','P','Anak','B','Islam','0','Belum Kawin','mahasiswa','S1','7272','72',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('73','Suryadi Yandi Halim','1972-4-4','0','P','Anak','B','Khonghucu','0','Belum Kawin','dokter','SMA','7373','73',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('74','Johan Agus Sugiarto','1983-1-20','0','P','Anak','O','Kristen','0','Belum Kawin','profesor','S2','7474','74',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('75','Sutiono Zixin','1972-5-10','0','L','Anak','O','Khonghucu','0','Belum Kawin','mahasiswa','S1','7575','75',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('76','Yapardi Li','1979-10-23','0','P','Anak','B','Kristen','0','Belum Kawin','dosen','SMA','7676','76',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('77','Arhab Ribok','1975-3-9','0','L','Anak','B','Katolik','0','Belum Kawin','profesor','S3','7777','77',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('78','Joash Uwir','1998-4-22','0','P','Anak','B','Hindu','0','Belum Kawin','astronot','S3','7878','78',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('79','Apollos Hutabarat','1999-10-28','0','P','Anak','AB','Hindu','1','Belum Kawin','profesor','S3','7979','79',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('80','Elijah Keliat','1992-6-4','0','P','Anak','A','Hindu','1','Belum Kawin','dosen','SMA','8080','80',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('81','Suharto','1995-5-28','0','P','Anak','AB','Islam','1','Belum Kawin','polisi','SMA','8181','81',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('82','Purwodarminto','1983-6-28','0','P','Anak','AB','Khonghucu','1','Belum Kawin','mahasiswa','SMA','8282','82',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('83','Hartanti Wulan Muljana','1999-7-13','0','L','Anak','A','Kristen','0','Belum Kawin','tentara','S2','8383','83',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('84','Yuliana Mega Hermanto','1979-8-6','0','L','Anak','AB','Buddha','1','Belum Kawin','astronot','SMA','8484','84',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('85','Linus Jia','1993-9-4','0','L','Anak','A','Khonghucu','0','Belum Kawin','dokter','S1','8585','85',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('86','Gunadi Wenling','1975-12-3','0','L','Anak','B','Katolik','0','Belum Kawin','polisi','SMA','8686','86',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('87','Rosie Tutupoly','1971-7-11','0','L','Anak','A','Islam','0','Belum Kawin','tentara','S2','8787','87',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('88','Lydia Sirait','1973-10-28','0','L','Anak','A','Khonghucu','1','Belum Kawin','profesor','S1','8888','88',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('89','Tirzah Limbong','1997-4-1','0','P','Anak','B','Hindu','1','Belum Kawin','dosen','S1','8989','89',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('90','Adina Lumbanpea','1972-5-6','0','P','Anak','B','Katolik','0','Belum Kawin','profesor','SMA','9090','90',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('91','Ratu','1999-7-7','0','L','Anak','A','Buddha','0','Belum Kawin','polisi','SMA','9191','91',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('92','Utari','1976-12-8','0','L','Anak','B','Islam','1','Belum Kawin','dosen','SMA','9292','92',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('93','Wibawa Krisna Cahyadi','1977-12-16','0','P','Anak','O','Islam','0','Belum Kawin','profesor','S3','9393','93',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('94','Bambang Benny Indradjaja','1981-4-26','0','L','Anak','A','Buddha','1','Belum Kawin','dokter','S2','9494','94',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('95','Winardi Siyu','1972-10-12','0','P','Anak','A','Islam','0','Belum Kawin','astronot','S1','9595','95',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('96','Tengger Boqin','1985-5-14','0','P','Anak','O','Buddha','1','Belum Kawin','dosen','SMA','9696','96',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('97','Han Latupapua','1974-6-9','0','P','Anak','A','Islam','0','Belum Kawin','dosen','S2','9797','97',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('98','Peter Sabab','1991-4-12','0','P','Anak','B','Hindu','1','Belum Kawin','dosen','S2','9898','98',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('99','Zebadiah Manihuruk','1992-7-7','0','P','Anak','B','Hindu','0','Belum Kawin','polisi','SMA','9999','99',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('100','Jairus Silo','1994-10-11','0','L','Anak','O','Katolik','0','Belum Kawin','profesor','SMA','100100','100',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('101','Dwi','1989-2-26','0','P','Anak','A','Buddha','0','Belum Kawin','dokter','S2','101101','101',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('102','Raharjo','1994-6-20','0','L','Anak','O','Buddha','1','Belum Kawin','tentara','S1','102102','102',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('103','Cahya Mega Sasmita','1992-1-14','0','L','Anak','A','Katolik','0','Belum Kawin','mahasiswa','S3','103103','103',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('104','Yuliana Widya Lesmono','1979-3-22','0','P','Anak','O','Khonghucu','1','Belum Kawin','mahasiswa','S1','104104','104',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('105','Pangestu Eu-fùnh','1985-9-17','0','L','Anak','B','Katolik','0','Belum Kawin','dokter','S1','105105','105',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('106','Anugrah Kue ching','1994-10-27','0','P','Anak','O','Kristen','1','Belum Kawin','dosen','S1','106106','106',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('107','Bea Tupan','1998-10-18','0','P','Anak','A','Hindu','1','Belum Kawin','dosen','S3','107107','107',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('108','Oprah Pase','1979-7-4','0','P','Anak','AB','Katolik','0','Belum Kawin','tentara','S2','108108','108',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('109','Lydia Sarumpaet','1980-7-13','0','L','Anak','B','Kristen','1','Belum Kawin','tentara','S2','109109','109',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('110','Julia Lumbannahor','1978-10-27','0','L','Anak','A','Islam','1','Belum Kawin','dosen','SMA','110110','110',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('111','Surati','1983-11-6','0','L','Anak','A','Buddha','0','Belum Kawin','astronot','S3','111111','111',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('112','Dyatmiyati','1991-3-10','0','L','Anak','B','Kristen','1','Belum Kawin','dosen','S1','112112','112',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('113','Bima Handoko Lie','1970-6-17','0','P','Anak','B','Hindu','0','Belum Kawin','profesor','SMA','113113','113',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('114','Teguh Ade Dharmawijaya','1998-4-14','0','L','Anak','B','Buddha','1','Belum Kawin','tentara','SMA','114114','114',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('115','Yapip Zhiqiang','1986-7-13','0','L','Anak','A','Hindu','0','Belum Kawin','dokter','S1','115115','115',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('116','Rusli Delun','1974-10-15','0','L','Anak','AB','Hindu','1','Belum Kawin','dokter','S1','116116','116',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('117','Geerten Tuapattinaya','1983-11-14','0','L','Anak','A','Islam','0','Belum Kawin','dokter','S3','117117','117',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('118','Mishael Daeli','1992-10-4','0','P','Anak','AB','Katolik','1','Belum Kawin','dosen','SMA','118118','118',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('119','Nehemiah Hasibuan','1996-6-27','0','P','Anak','B','Buddha','0','Belum Kawin','dosen','S3','119119','119',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('120','Asaph Berutu','1994-8-21','0','L','Anak','AB','Katolik','0','Belum Kawin','dokter','SMA','120120','120',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('121','Purwodarminto','1998-4-14','0','L','Anak','AB','Islam','1','Belum Kawin','astronot','S2','121121','121',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('122','Dian','1993-11-1','0','P','Anak','AB','Buddha','0','Belum Kawin','dosen','S1','122122','122',CURRENT_TIMESTAMP, 1);
