INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (1,'Luqman Arifin Siswanto',1,CURRENT_TIMESTAMP,42,21,14,89,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (92,'Utari',92,CURRENT_TIMESTAMP,5,31,20,70,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (93,'Wibawa Krisna Cahyadi',93,CURRENT_TIMESTAMP,11,30,11,75,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (94,'Bambang Benny Indradjaja',94,CURRENT_TIMESTAMP,16,10,29,88,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (95,'Winardi Siyu',95,CURRENT_TIMESTAMP,3,30,19,81,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (96,'Tengger Boqin',96,CURRENT_TIMESTAMP,40,16,28,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (97,'Han Latupapua',97,CURRENT_TIMESTAMP,12,14,33,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (98,'Peter Sabab',98,CURRENT_TIMESTAMP,27,25,9,72,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (99,'Zebadiah Manihuruk',99,CURRENT_TIMESTAMP,35,36,9,84,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (100,'Jairus Silo',100,CURRENT_TIMESTAMP,6,4,37,78,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (101,'Dwi',101,CURRENT_TIMESTAMP,15,21,1,71,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (102,'Raharjo',102,CURRENT_TIMESTAMP,36,11,7,87,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (103,'Cahya Mega Sasmita',103,CURRENT_TIMESTAMP,17,17,30,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (104,'Yuliana Widya Lesmono',104,CURRENT_TIMESTAMP,41,3,39,83,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (105,'Pangestu Eu-fùnh',105,CURRENT_TIMESTAMP,16,2,33,76,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (106,'Anugrah Kue ching',106,CURRENT_TIMESTAMP,1,42,5,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (107,'Bea Tupan',107,CURRENT_TIMESTAMP,22,3,22,86,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (108,'Oprah Pase',108,CURRENT_TIMESTAMP,23,26,36,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (109,'Lydia Sarumpaet',109,CURRENT_TIMESTAMP,10,19,11,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (110,'Julia Lumbannahor',110,CURRENT_TIMESTAMP,38,17,21,75,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (111,'Surati',111,CURRENT_TIMESTAMP,18,4,20,75,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (112,'Dyatmiyati',112,CURRENT_TIMESTAMP,19,38,12,72,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (113,'Bima Handoko Lie',113,CURRENT_TIMESTAMP,30,39,27,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (114,'Teguh Ade Dharmawijaya',114,CURRENT_TIMESTAMP,3,23,41,80,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (115,'Yapip Zhiqiang',115,CURRENT_TIMESTAMP,43,21,35,88,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (116,'Rusli Delun',116,CURRENT_TIMESTAMP,30,29,30,79,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (117,'Geerten Tuapattinaya',117,CURRENT_TIMESTAMP,7,19,6,76,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (118,'Mishael Daeli',118,CURRENT_TIMESTAMP,15,35,24,81,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (119,'Nehemiah Hasibuan',119,CURRENT_TIMESTAMP,7,20,31,78,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (120,'Asaph Berutu',120,CURRENT_TIMESTAMP,4,12,27,76,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (121,'Purwodarminto',121,CURRENT_TIMESTAMP,14,16,25,71,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (122,'Dian',122,CURRENT_TIMESTAMP,37,27,3,77,NULL);
